non-preferred name	preferred name
putative mannonic dehydrogenase	putative fructuronate reductase
putative D-mannonate dehydrogenase	putative fructuronate reductase
putative ATP:6-deoxy-L-galactose 1-phosphotransferase	putative fucokinase
putative L-fucokinase	putative fucokinase
putative fucokinase (phosphorylating)	putative fucokinase
putative fucose kinase	putative fucokinase
putative L-fucose kinase	putative fucokinase
putative GDP-fucose diphosphorylase	putative fucose-1-phosphate guanylyltransferase
putative GDP-fucose pyrophosphorylase	putative fucose-1-phosphate guanylyltransferase
putative (24R,24'R)-fucosterol-epoxide acetaldehyde-lyase	putative fucosterol-epoxide lyase
putative blood-group substance B-dependent galactosyltransferase	putative fucosylgalactoside 3-alpha-galactosyltransferase
putative glycoprotein-fucosylgalactoside alpha-galactosyltransferase	putative fucosylgalactoside 3-alpha-galactosyltransferase
putative [blood group substance] alpha-galactosyltransferase	putative fucosylgalactoside 3-alpha-galactosyltransferase
putative UDPgalactose:O-alpha-L-fucosyl(1->2)D-galactose alpha-D- galactosyltransferase	putative fucosylgalactoside 3-alpha-galactosyltransferase
putative blood-group substance alpha-dependent galactosyltransferase	putative fucosylgalactoside 3-alpha-galactosyltransferase
putative UDPgalactose:glycoprotein-alpha-L-fucosyl-(1,2)-D-galactose 3-alpha-D- galactosyltransferase	putative fucosylgalactoside 3-alpha-galactosyltransferase
putative B transferase	putative fucosylgalactoside 3-alpha-galactosyltransferase
putative fucosylglycoprotein 3-alpha-galactosyltransferase	putative fucosylgalactoside 3-alpha-galactosyltransferase
putative histo-blood substance alpha-dependent galactosyltransferase	putative fucosylgalactoside 3-alpha-galactosyltransferase
putative histo-blood group B transferase	putative fucosylgalactoside 3-alpha-galactosyltransferase
putative fumarase	putative fumarate hydratase
putative fumarate hydratase class I, anaerobic (Fumarase)	putative fumarate hydratase
putative Fumarate hydratase class I, anaerobic	putative fumarate hydratase class I, anaerobic
putative fumarate hydratase, n-terminal subunit	putative fumarate hydratase, N-terminal domain protein
putative NADH-dependent fumarate reductase	putative fumarate reductase (NADH)
putative beta-diketonase	putative fumarylacetoacetase
putative fumarylacetoacetate hydrolase	putative fumarylacetoacetase
putative prohormone convertase	putative furin
putative paired basic amino acid residue cleaving enzyme	putative furin
putative dibasic processing enzyme	putative furin
putative ornithine esterase	putative fusarinine-C ornithinesterase
putative gaf domain-containing proteins	putative GAF domain protein
putative signal transduction protein containing diguanilate cyclase/phosphodiesterase domain	putative GAF/diguanylate cyclase (GGDEF) domain protein
putative endo-beta-(1->6)-galactanase	putative galactan endo-1,6-beta-galactosidase
putative endo-1,6-beta-galactanase	putative galactan endo-1,6-beta-galactosidase
galactarate dehydratase (gard), putative	putative galactarate dehydratase
putative galactarate dehydratase, putative (gard)	putative galactarate dehydratase
putative galactinol-raffinose galactosyltransferase	putative galactinol--raffinose galactosyltransferase
putative dtachyose synthetase	putative galactinol--raffinose galactosyltransferase
putative 1-alpha-D-galactosyl-myo-inositol:sucrose 6-alpha-D- galactosyltransferase	putative galactinol--sucrose galactosyltransferase
putative 1,6-D-galactosyltransferase	putative galactogen 6-beta-galactosyltransferase
putative interlipid galactosyltransferase	putative galactolipid galactosyltransferase
putative digalactosyldiacylglycerol synthase	putative galactolipid galactosyltransferase
putative GGGT	putative galactolipid galactosyltransferase
putative galactolipid-galactolipid galactosyltransferase	putative galactolipid galactosyltransferase
putative DGDG synthase	putative galactolipid galactosyltransferase
putative galactolipid:galactolipid galactosyltransferase	putative galactolipid galactosyltransferase
putative galactolipid:galactolipid acyltransferase	putative galactolipid O-acyltransferase
putative galactosamine-containing minor teichoic acid biosynthesis protein	putative galactosamine-dependent minor teichoic acid biosynthesis protein
putative D-galactose 1-dehydrogenase	putative galactose 1-dehydrogenase
putative beta-galactose oxidase	putative galactose oxidase
putative dTDP-galactose pyrophosphorylase	putative galactose-1-phosphate thymidylyltransferase
putative dTDP-galactose diphosphorylase	putative galactose-1-phosphate thymidylyltransferase
putative porphyran sulfatase	putative galactose-6-sulfurylase
putative galactose-6-sulfatase	putative galactose-6-sulfurylase
putative guanosine diphosphofucose-glycoprotein 2-alpha-fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative guanosine diphosphofucose-galactosylacetylglucosaminylgalactosyl- glucosylceramide alpha-L-fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative beta-galactoside alpha-1->2 fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative H-gene-encoded beta-galactoside alpha-1->2 fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative blood group H alpha-2-fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative guanosine diphosphofucose-lactose fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative blood-group substance H-dependent fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative guanosine diphosphofucose-galactoside 2-L-fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative GDP fucose-lactose fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative guanosine diphospho-L-fucose-lactose fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative guanosine diphosphofucose-beta-D-galactosyl-alpha-2-L-fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative GDP-L-fucose:lactose fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative galactoside 2-L-fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative alpha-2-L-fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative guanosine diphosphofucose-glycoprotein 2-alpha-L-fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative alpha-2-fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative secretor-type beta-galactoside alpha-1->2 fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative alpha-(1->2)-L-fucosyltransferase	putative galactoside 2-alpha-L-fucosyltransferase
putative thiogalactoside acetyltransferase	putative galactoside O-acetyltransferase
putative galactoside o-acetyltransferase (gat) (thiogalactosideacetyltransferase)	putative galactoside O-acetyltransferase
putative galactocerebroside beta-galactosidase	putative galactosylceramidase
putative galactocerebrosidase	putative galactosylceramidase
putative galcerase	putative galactosylceramidase
putative galactosylceramide beta-galactosidase	putative galactosylceramidase
putative uridine diphosphate glucuronic acid:acceptor glucuronosyltransferase	putative galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase
putative glucuronosyltransferase I	putative galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase
putative galactosyltransferase II	putative galactosylxylosylprotein 3-beta-galactosyltransferase
putative uridine diphosphogalactose-galactosylxylose galactosyltransferase	putative galactosylxylosylprotein 3-beta-galactosyltransferase
putative exopolygalacturonase	putative galacturan 1,4-alpha-galacturonidase
putative poly(galacturonate) hydrolase	putative galacturan 1,4-alpha-galacturonidase
putative UDP-glucose--vanilllate 1-glucosyltransferase	putative gallate 1-beta-glucosyltransferase
putative gallic acid decarboxylase	putative gallate decarboxylase
putative gallate carboxy-lyase	putative gallate decarboxylase
putative lysin	putative gametolysin
putative gamete lytic enzyme	putative gametolysin
putative autolysin	putative gametolysin
putative chlamydomonas cell wall degrading protease	putative gametolysin
putative gamma-BBH	putative gamma-butyrobetaine dioxygenase
putative gamma-butyrobetaine,2-oxoglutarate dioxygenase	putative gamma-butyrobetaine dioxygenase
putative gamma-butyrobetaine hydroxylase	putative gamma-butyrobetaine dioxygenase
mutl	putative gamma-D-glutamyl-L-diamino acid endopeptidase 1
putative gamma-D-glutamyl-L-diamino acid endopeptidase I	putative gamma-D-glutamyl-meso-diaminopimelate peptidase
putative endopeptidase I	putative gamma-D-glutamyl-meso-diaminopimelate peptidase
putative gamma-D-glutamyl-meso-diaminopimelate peptidase I	putative gamma-D-glutamyl-meso-diaminopimelate peptidase
putative pteroyl-poly-alpha-glutamate hydrolase	putative gamma-glutamyl hydrolase
putative conjugase	putative gamma-glutamyl hydrolase
putative gamma-Glu-X carboxypeptidase	putative gamma-glutamyl hydrolase
putative folate conjugase	putative gamma-glutamyl hydrolase
putative lysosomal gamma-glutamyl carboxypeptidase	putative gamma-glutamyl hydrolase
putative gamma-glutamyl-GABA hydrolase	putative gamma-glutamyl-gamma-aminobutyrate hydrolase
putative gamma-GHA synthetase	putative gamma-glutamylhistamine synthase
putative gamma-glutamyl transpeptidase	putative gamma-glutamyltransferase
putative glutamyl transpeptidase	putative gamma-glutamyltransferase
putative pepsin C	putative gastricsin
putative GDP-6-deoxy-D-lyxo-4-hexulose reductase	putative GDP-4-dehydro-6-deoxy-D-mannose reductase
putative GDP-4-keto-D-rhamnose reductase	putative GDP-4-dehydro-D-rhamnose reductase
putative GDP-4-keto-6-deoxy-D-mannose reductase	putative GDP-4-dehydro-D-rhamnose reductase
putative guanosine diphosphate-4-keto-D-rhamnose reductase	putative GDP-4-dehydro-D-rhamnose reductase
putative GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase	putative GDP-L-fucose synthase
putative GDP-fucose synthetase	putative GDP-L-fucose synthase
putative guanosine diphosphomannose 4,6-dehydratase	putative GDP-mannose 4,6-dehydratase
putative guanosine 5'-diphosphate-D-mannose oxidoreductase	putative GDP-mannose 4,6-dehydratase
putative guanosine diphosphomannose oxidoreductase	putative GDP-mannose 4,6-dehydratase
putative GDP-D-mannose 4,6-dehydratase	putative GDP-mannose 4,6-dehydratase
putative GDP-D-mannose dehydratase	putative GDP-mannose 4,6-dehydratase
putative type IV collagenase	putative gelatinase A
putative 72-kDa gelatinase	putative gelatinase A
putative matrix metalloproteinase 2	putative gelatinase A
putative matrix metalloproteinase 9	putative gelatinase B
putative 92-kDa type IV collagenase	putative gelatinase B
putative 92-kDa gelatinase	putative gelatinase B
putative type V collagenase	putative gelatinase B
putative macrophage gelatinase	putative gelatinase B
putative gene transfer agent (gta) orfg15	putative gene transfer agent
putative gene transfer agent (gta) orfg15, like protein	putative gene transfer agent orfg15 protein
putative gene transfer agent (gta) like protein	putative gene transfer agent protein
putative general secretion pathway protein l (gspl)	putative general secretion pathway protein L
putative general secretion pathway protein M (Cholera toxin secretion protein epsM)	putative general secretion pathway protein M
putative general secretion pathway protein m (cholera toxin secretion proteinepsm)	putative general secretion pathway protein M
putative general stress protein 14 (gsp14)	putative general stress protein 14
putative general stress protein 39 (GSP39)	putative general stress protein 39
putative gentamycin acetyltransferase II	putative gentamicin 2'-N-acetyltransferase
putative 2''-aminoglycoside nucleotidyltransferase	putative gentamicin 2''-nucleotidyltransferase
putative aminoglycoside acetyltransferase AAC(3)-I	putative gentamicin 3'-N-acetyltransferase
putative gentisic acid oxidase	putative gentisate 1,2-dioxygenase
putative gentisate oxygenase	putative gentisate 1,2-dioxygenase
putative gentisate carboxy-lyase	putative gentisate decarboxylase
putative 2,5-dihydroxybenzoate decarboxylase	putative gentisate decarboxylase
putative geranyl-CoA carboxylase	putative geranoyl-CoA carboxylase
putative farnesyl-diphosphate synthase	putative geranyltranstransferase
putative farnesyl diphosphate synthetase	putative geranyltranstransferase
putative geranyltranstransferase (farnesyl-diphosphate synthase)(fpp synthase)	putative geranyltranstransferase
putative farnesyl pyrophosphate synthetase	putative geranyltranstransferase
putative FPP synthetase	putative geranyltranstransferase
putative germacradienol/germacrene-D synthase	putative germacradienol synthase
putative (+)-germacrene A synthase	putative germacrene-A synthase
putative (+)-(10R)-germacrene A synthase	putative germacrene-A synthase
putative germacrene A synthase	putative germacrene-A synthase
putative GAS	putative germacrene-A synthase
putative ggdef/eal/pas/pac-domain containing protein	putative GGDEF/EAL/PAS/PAC domain protein
putative diguanylate cyclase (ggdef domain) with pas/pac sensor	putative GGDEF/PAS/PAC domain prtoein
putative GGDEF domain/pas/pac sensor domain protein	putative GGDEF/PAS/PAC domain prtoein
putative diguanylate cyclase (ggdef domain) with pas/pac and gaf sensors	putative GGDEF/PAS/PAC/GAF domain prtoein
putative GGDEF domain/pas/pac and gaf sensor domain protein	putative GGDEF/PAS/PAC/GAF domain prtoein
